ResponseId,MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,AIDevHaveWorkedWith,SOAI,AISelect,AISent,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,WorkExp,Industry,SurveyLength,SurveyEase,ConvertedCompYearly,SurveyYear
1609,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,NA,Academic researcher,NA,Greece,GitHub Copilot,"[Disclaimer: biased answer - doing a PhD in ML] I am 100% for using AI tools on SO. The main improvementwould be: 1) helping with rephrasing and formatting of questions, 2) automatic flagging and dupliate detection (but with a HUGE care for false positives). My main suggestion regarding chatGPT-based answers: Integrate chatGPT within SO. When a user asks a question, let them have the option of ""see automatic answer by chatGPT"". This answer may not be accepted nor upvoted (but downvoted). Users should not use chatGPT in other ways.",Yes,Very favorable,Neither trust nor distrust,Learning about a codebase;Writing code;Documenting code;Testing code;Other (please describe),Learning about a codebase;Writing code;Other (please describe),Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,Learning about a codebase,Writing code,2,Other,Too short,Neither easy nor difficult,NA,2023
1610,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32,17,"Developer, full-stack","10,000 or more employees",Brazil,GitHub Copilot,"Sure, why not? I only feel that there should be no AI in answering. At least not for now. Maybe suggesting tags?",Yes,Very favorable,Somewhat trust,Learning about a codebase;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Testing code,Project planning,Writing code;Documenting code,,,,17,NA,Appropriate in length,Easy,60863,2023
1611,I code primarily as a hobby,Under 18 years old,"Student, part-time",NA,Primary/elementary school,6,NA,NA,NA,United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
1612,I code primarily as a hobby,25-34 years old,I prefer not to say,NA,Some college/university study without earning a degree,2,NA,NA,NA,United States of America,NA,Well honestly ai is a valuable asset to have  but to a certain extent for example only use AI for positive information I would like to improve stack Overflow by security and Authentication,Yes,Very favorable,Somewhat trust,Committing and reviewing code,Project planning,,,,Project planning,,NA,NA,Too long,Neither easy nor difficult,NA,2023
1613,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",7,2,"Developer, back-end",20 to 99 employees,Netherlands,NA,I think it's a step in the right direction. As long as it's moderated and controlled instead of AI running wild on the site without any 'supervision',"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Wholesale,Appropriate in length,Easy,25701,2023
1614,None of these,18-24 years old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023
1615,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,11,"Developer, full-stack",20 to 99 employees,India,NA,I think AI gives the proper code solution if integrate.,Yes,Very favorable,Somewhat trust,Project planning;Committing and reviewing code;Deployment and monitoring,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Collaborating with teammates ,,Learning about a codebase;Writing code;Documenting code,Debugging and getting help;Testing code,,,11,Healthcare,Too long,Neither easy nor difficult,NA,2023
1616,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,10,"Developer, full-stack",100 to 499 employees,Ukraine,GitHub Copilot,Better answer suggestion before posting question; search for bias (whenever people repost popular questions to gain ratings),Yes,Indifferent,Somewhat trust,Documenting code,Writing code,Learning about a codebase;Project planning;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,Writing code,,,11,Other,Appropriate in length,Neither easy nor difficult,2169,2023
1617,I am a developer by profession,18-24 years old,"Independent contractor, freelancer, or self-employed;Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,NA,Data scientist or machine learning specialist,NA,Russian Federation,NA,Better semantic search,Yes,Favorable,Highly distrust,Testing code;Committing and reviewing code,Writing code;Documenting code;Debugging and getting help,Learning about a codebase;Project planning;Deployment and monitoring;Collaborating with teammates ,,Writing code,,,NA,NA,Too long,Neither easy nor difficult,NA,2023
1618,I am a developer by profession,45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,27,25,Data or business analyst,500 to 999 employees,Australia,NA,NA,"No, but I plan to soon",Favorable,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,25,Legal Services,Appropriate in length,Neither easy nor difficult,83952,2023
1619,I am learning to code,Under 18 years old,"Student, part-time",NA,Primary/elementary school,4,NA,NA,NA,Viet Nam,NA,It's good overall,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
1620,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",4,4,"Developer, full-stack",2 to 9 employees,Spain,NA,Cleaning some questions,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
1621,I am a developer by profession,35-44 years old,"Not employed, but looking for work",NA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18,NA,Data scientist or machine learning specialist,NA,Germany,NA,AI could help with finding related questions to new answers (i.e. resolve duplicates),"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
1622,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,30,Data or business analyst,"5,000 to 9,999 employees",Canada,NA,"Go on, none can avoid that. AI can help to free up humankind mind to think, not to memorise code.","No, but I plan to soon",Very favorable,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,30,NA,Appropriate in length,Easy,66916,2023
1623,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,8,"Developer, full-stack","10,000 or more employees",Australia,GitHub Copilot;Rubber Duck.AI,"Possibly useful, however could also incorrectly lead the wrong question being asked for the problem a less experienced user is facing",Yes,Indifferent,Somewhat distrust,Project planning;Documenting code;Debugging and getting help;Testing code;Deployment and monitoring,Writing code,Learning about a codebase;Committing and reviewing code;Collaborating with teammates ,Writing code,,,,10,Oil & Gas,Appropriate in length,Easy,134521,2023
1624,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64 years old,"Employed, full-time",In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",40,36,Academic researcher,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,NA,"Identify ""duplicate"" previous questions before posting again.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
1625,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,10,3,System administrator,20 to 99 employees,Germany,GitHub Copilot;Tabnine,Finding duplicate questions and moderating better.,Yes,Very favorable,Somewhat trust,Learning about a codebase;Documenting code;Testing code;Committing and reviewing code,Learning about a codebase;Writing code;Debugging and getting help,Project planning;Deployment and monitoring;Collaborating with teammates ,Debugging and getting help,,Learning about a codebase,,3,"Manufacturing, Transportation, or Supply Chain",Appropriate in length,Easy,30842,2023
1626,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,"Associate degree (A.A., A.S., etc.)",30,7,Database administrator,500 to 999 employees,United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
1627,I am a developer by profession,45-54 years old,"Employed, part-time",Remote,Some college/university study without earning a degree,15,17,"Developer, full-stack",20 to 99 employees,Ukraine,NA,I think on Stack Overflow AI is meaningless,"No, but I plan to soon",Indifferent,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
1628,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,8,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,44690,2023
1629,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7,"Developer, front-end",100 to 499 employees,Serbia,NA,NA,Yes,Very favorable,Somewhat trust,Collaborating with teammates ,Learning about a codebase;Writing code;Debugging and getting help;Committing and reviewing code,Project planning;Documenting code;Testing code;Deployment and monitoring,,,,,NA,NA,Appropriate in length,Easy,NA,2023
1630,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,5,"Developer, back-end","1,000 to 4,999 employees",Germany,NA,"Find related questions better, recommend questions to learn from.",Yes,Indifferent,Somewhat distrust,Learning about a codebase;Documenting code;Testing code;Deployment and monitoring,Project planning;Writing code;Debugging and getting help,Committing and reviewing code;Collaborating with teammates ,,,,Project planning,5,Retail and Consumer Services,Too long,Neither easy nor difficult,85672,2023
1631,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,5,"Developer, full-stack","1,000 to 4,999 employees",United States of America,NA,"It feels like a positive move and there is really no avoiding AI at this point. Starting with title recommendations, search result recommendations, then potentially moving to solve questions.  If GPT-3, 4 are already doing it, Stack Overflow needs to in order to stay relevant.","No, but I plan to soon",Favorable,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,5,Higher Education,Appropriate in length,Easy,80000,2023
1632,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,1,"Developer, full-stack",20 to 99 employees,Germany,NA,I dont know,Yes,Indifferent,Somewhat trust,Debugging and getting help,Learning about a codebase;Writing code;Documenting code,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,,,1,NA,Appropriate in length,Neither easy nor difficult,NA,2023
1633,I am a developer by profession,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35,35,"Developer, QA or test",20 to 99 employees,United States of America,NA,It can help with completely noob quesions. And with asking for clarifications. But I doubt it will do good on a real question.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,125000,2023
1634,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,2,"Developer, full-stack",20 to 99 employees,Poland,GitHub Copilot,NA,Yes,Favorable,Somewhat trust,Learning about a codebase;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Debugging and getting help,Project planning,Debugging and getting help,,,,NA,NA,Too long,Easy,43354,2023
1635,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,7,"Developer, full-stack",100 to 499 employees,Germany,NA,Finding similar (but not outdated!) questions & answers,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,81388,2023
